word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
executive,ig'zekjutiv,n. a person responsible for the administration of a business\nn. persons who administer the law\na. having the function of carrying out plans or orders etc.,"n. 执行部门, 执行委员会, 执行者, 经理主管人员\na. 执行的, 善于执行的, 善于经营的\n[计] 执行程序",,4,1,cet4 cet6 ky toefl ielts,1094,863,s:executives,,
exemplify,ig'zemplifai,v. be characteristic of\nv. clarify by giving an example of,"vt. 例证, 例示\n[法] 制作经公章证明的誊本, 例证",,1,,cet6 ky toefl ielts gre,7249,7776,d:exemplified/3:exemplifies/i:exemplifying/p:exemplified,,
exempt,ig'zempt,v. grant relief or an exemption from a rule or requirement to\na. (of persons) freed from or not subject to an obligation or liability (as e.g. taxes) to which others or other things are subject,"n. 免税者, 被免除义务者\na. 免除的\nvt. 使免除, 豁免",,2,,cet6 ky toefl ielts gre,8874,9520,d:exempted/i:exempting/3:exempts/p:exempted,,
exercise,'eksәsaiz,n. the activity of exerting your muscles in various ways to keep fit\nn. systematic training by multiple repetitions\nn. a task performed or problem solved in order to develop skill or understanding\nn. (usually plural) a ceremony that involves processions and speeches,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",,4,1,zk gk ielts,1233,1487,d:exercised/s:exercises/i:exercising/3:exercises/p:exercised,,
exert,ig'zә:t,v. put to use\nv. make a great effort at a mental or physical task,"vt. 发挥, 运用, 施以影响\n[法] 施加, 产生, 行使",,2,,cet4 cet6 ky toefl ielts gre,5057,6115,d:exerted/3:exerts/p:exerted/i:exerting,,
exhaust,ig'zɒ:st,n. gases ejected from an engine as waste products\nn. system consisting of the parts of an engine through which burned gases or steam are discharged\nv. wear out completely\nv. use up the whole supply of,"n. 排气, 排气装置, 废气\nvt. 抽完, 用尽, 耗尽, 使精疲力尽\nvi. 排气",,3,,cet4 cet6 ky toefl ielts gre,4940,4734,d:exhausted/i:exhausting/s:exhausts/p:exhausted/3:exhausts,,
exhibition,.eksi'biʃәn,n. the act of exhibiting\nn. a collection of things (goods or works of art etc.) for public display,"n. 表现, 展览会, 展览品\n[医] 投药, 展览, 展出",,3,1,gk cet4 cet6 ky toefl ielts,1426,2476,s:exhibitions,,
exhilarate,ig'zilәreit,v. fill with sublime emotion,"vt. 使高兴, 使愉快, 鼓励",,,,toefl ielts gre,0,0,s:exhilarates/i:exhilarating/p:exhilarated/3:exhilarates/d:exhilarated,,
exhort,ig'zɒ:t,v spur on or encourage especially by cheers and shouts\nv force or impel in an indicated direction,"v. 劝诫, 忠告",,1,,ielts gre,13831,15261,p:exhorted/i:exhorting/d:exhorted/3:exhorts/s:exhorts,,
exile,'eksail,n. a person who is voluntarily absent from home or country\nn. a person who is expelled from home or country by authority\nn. the act of expelling a person from their native land,"n. 放逐, 流放, 被放逐者\nvt. 放逐, 流放, 使背井离乡",,3,,cet6 ky toefl ielts,5086,5273,s:exiles/d:exiled/i:exiling/p:exiled/3:exiles,,
existence,ig'zistәns,n the state or fact of existing\nn everything that exists anywhere,"n. 存在, 生存\n[法] 存在, 存在状态, 实体",,,1,gk cet4 cet6 ky ielts,1454,2213,s:existences,,
existent,ig'zistәnt,a. having existence or being or actuality,"a. 存在的, 生存的, 现存的\n[医] 生存者",,,,ielts,25547,27320,s:existents,,
existing,i^'zistiŋ,s. presently existing\ns. existing in something specified,"a. 存在的, 目前的, 现存的, 现有的\n[计] 现成的, 已有的, 现存的",,3,,ielts,1063,2150,0:exist/1:i/i:existing,,
exorbitant,ig'zɒ:bitәnt,s. greatly exceeding bounds of reason or moderation,"a. 过度的, 过高的, 过分的",,,,toefl ielts gre,18828,16520,,,
exotic,ig'zɒtik,s. strikingly strange or unusual,"a. 异国的, 外来的\nn. 外来人, 外来物, 舶来品",,2,,cet6 ky toefl ielts gre,5304,4205,s:exotics,,
expand,ik'spænd,"v. extend in one or more directions\nv. become larger in size or volume or quantity\nv. make bigger or wider in size, volume, or quantity","vt. 使膨胀, 详述, 扩张\nvi. 张开, 发展\nvt. 展开\nvi. 展开\n[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上",,3,1,gk cet4 cet6 ky toefl ielts gre,2124,1572,d:expanded/i:expanding/3:expands/p:expanded,,
expansion,ik'spænʃәn,n. the act of increasing (something) in size or volume or quantity or scope\nn. a function expressed as a sum or product of terms\nn. a discussion that provides additional information,"n. 扩充, 开展, 膨胀\n[计] 扩展",,,,cet4 cet6 ky toefl ielts,2360,2734,s:expansions,,
expectancy,ik'spektәnsi,n an expectation\nn something expected (as on the basis of a norm),"n. 期待, 期望的事物, 嘱望, 希望, 期望, 预期\n[医] 预期",,1,,ielts,7763,7655,s:expectancies,,
expedient,ik'spi:diәnt,n. a means to an end; not necessarily a principled or ethical one\na. serving to promote your interest\ns. appropriate to a purpose; practical,"n. 权宜之计\na. 权宜的, 方便的, 有用的",,1,,toefl ielts gre,14844,19681,s:expedients,,
expedition,.ekspi'diʃәn,n. a military campaign designed to achieve a specific objective in a foreign country\nn. an organized group of people undertaking a journey for a particular purpose\nn. a journey organized for a particular purpose,"n. 远征, 探险队, 迅速",,2,,cet6 ky toefl ielts,4361,4654,s:expeditions,,
expel,ik'spel,v. force to leave or move out,"vt. 驱逐, 逐出, 排出, 开除\n[医] 排除, 迫出",,2,,cet4 cet6 ky toefl ielts gre,5990,6975,d:expelled/p:expelled/i:expelling/3:expels,,
expend,ik'spend,"v use up, consume fully\nv pay out","vt. 花费, 消耗, 用光",,1,,cet4 ky ielts gre,11218,10629,d:expended/p:expended/i:expending/3:expends,,
expenditure,ik'spenditʃә,n money paid out; an amount spent\nn the act of spending money for goods or services\nn the act of consuming something,"n. 开支, 费用, 用光, 消费额\n[经] 支出, 费用, 消费",,2,,cet4 cet6 ky toefl ielts gre,1658,5170,s:expenditures,,
expenses,,n amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)\nn a detriment or sacrifice\nn money spent to perform work and usually reimbursed by an employer\nv reduce the estimated value of something,"n. 开支, 经费, 费用\n[法] 开支, 支出, 经费",,,,ielts,0,0,0:expense/1:s,,
expensive,ik'spensiv,a. high in price or charging high prices,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的\n[经] 高价的, 昂贵的, 浪费的",,4,1,zk gk ielts,1577,1664,,,
experience,ik'spiәriәns,n. the accumulation of knowledge or skill that results from direct participation in events or activities\nn. the content of direct observation or participation in an event\nn. an event as apprehended\nv. go or live through,"n. 经历, 经验, 体验\nvt. 经历, 经验, 体验",,5,1,zk gk cet4 cet6 ky ielts,430,420,s:experiences/d:experienced/i:experiencing/p:experienced/3:experiences,,
experienced,ik'spiәriәnst,a. having experience; having knowledge or skill from observation or participation,"a. 富有经验的, 老练的, 熟练的",,,1,toefl ielts,3370,4333,0:experience/1:dp/d:experienced/p:experienced,,
experiment,ik'sperimәnt,n. the act of conducting a controlled test or investigation\nn. the testing of an idea\nn. a venture at something new or different\nv. to conduct a test or investigation,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试",,3,1,zk gk cet4 cet6 ky ielts,1651,1990,s:experiments/i:experimenting/d:experimented/p:experimented/3:experiments,,
experimental,ik.speri'mentәl,a. relating to or based on experiment\ns. relying on observation or experiment\ns. of the nature of or undergoing an experiment,"a. 实验的, 根据实验的\n[医] 实验的",,2,,cet4 cet6 ky ielts,3149,3457,,,
experiments,iksˈperimənts,"n the act of conducting a controlled test or investigation\nn the testing of an idea\nn a venture at something new or different\nv to conduct a test or investigation\nv try something new, as in order to gain experience",n. 实验( experiment的名词复数 ); 试验; 尝试; 实践,,,,ielts,0,0,0:experiment/1:s3,,
expert,'ekspә:t,n. a person with special knowledge or ability who performs skillfully,"n. 专家, 行家\na. 老练的, 内行的, 专门的\n[计] 高级",,4,1,gk cet4 ky ielts,1335,899,s:experts,,
expertise,.ekspә:'ti:z,n skillfulness by virtue of possessing special knowledge,"n. 专家意见, 专门技术\n[法] 专门知识, 专家意见",,2,,cet6 ky toefl ielts gre,2982,3898,s:expertises,,
expire,ik'spaiә,v lose validity\nv pass from physical life and lose all bodily attributes and functions necessary to sustain life\nv expel air,"vi. 期满, 呼气, 断气\nvt. 呼出",,2,,cet6 ky toefl ielts gre,7014,6647,p:expired/3:expires/d:expired/i:expiring,,
explicit,ik'splisit,a. precisely and clearly expressed or readily observable; leaving nothing to implication,"a. 详述的, 清楚的, 直言的",,2,,gk cet6 ky toefl ielts gre,3722,4826,,,
explode,ik'splәud,"v. cause to burst with a violent release of energy\nv. burst outward, usually with noise\nv. show a violent emotional reaction\nv. be unleashed; emerge with violence or noise","vi. 爆炸, 爆发, 激增\nvt. 使爆炸",,3,1,gk cet4 cet6 ky toefl ielts,3934,3106,p:exploded/i:exploding/d:exploded/3:explodes,,
exploit,'eksplɒit,v. use or manipulate to one's advantage\nv. draw from; make good use of,"n. 功绩, 勋绩\nvt. 开发, 利用, 开拓, 剥削",,3,,gk cet4 cet6 ky toefl ielts gre,3034,4374,d:exploited/i:exploiting/s:exploits/p:exploited/3:exploits,,
explore,ik'splɒ:,v. travel to or penetrate into\nv. examine minutely\nv. examine (organs) for diagnostic purposes,"v. 探险, 探测, 探究",,3,1,gk cet4 cet6 ky toefl ielts,1882,1594,i:exploring/d:explored/3:explores/p:explored,,
explosion,ik'splәuʒәn,n. a violent release of energy caused by a chemical or nuclear reaction\nn. the act of exploding or bursting\nn. a sudden great increase\nn. the noise caused by an explosion,"n. 爆发, 激增, 爆炸(声)\n[化] 爆炸",,3,1,cet4 cet6 ky ielts,3285,3023,s:explosions,,
explosive,ik'splәusiv,n. a chemical substance that undergoes a rapid chemical change (with the production of gas) on being heated or struck\na. serving to explode or characterized by explosion or sudden outburst\ns. liable to lead to sudden change or violence\ns. sudden and loud,"n. 炸药, 爆破音\na. 易爆发的, 爆炸的, 暴躁的",,2,,cet4 cet6 ky toefl ielts gre,6878,5387,s:explosives,,
export,ik'spɒ:t,n. commodities (goods or services) sold to a foreign country\nv. sell or transfer abroad\nv. transfer (electronic data) out of a database or document in a format that can be used by other programs\nv. cause to spread in another part of the world,"n. 输出品, 输出\nvt. 输出, 出口\nvi. 输出物资\n[计] 导出",,4,1,gk cet4 ky ielts,2231,3456,s:exports/d:exported/3:exports/i:exporting/p:exported,,
expose,ik'spәuz,"n. the exposure of an impostor or a fraud\nv. expose or make accessible to some action or influence\nv. to show, make visible or apparent\nv. expose to light, of photographic film","vt. 使暴露, 使曝光, 揭穿, 陈列\n[医] 暴露, 露置",,3,1,gk cet4 cet6 ky toefl ielts,2577,2005,d:exposed/i:exposing/p:exposed/3:exposes,,
exposition,.ekspә'ziʃәn,n. a systematic interpretation or explanation (usually written) of a specific topic\nn. an account that sets forth the meaning or intent of a writing or discourse\nn. (music) the section of a movement (especially in sonata form) where the major musical themes first occur,"n. 阐述, 讲解, 说明, 博览会, 展览会\n[经] 展览会, 集市, 义卖市场",,1,,cet6 toefl ielts gre,10335,14307,s:expositions,,
exposure,ik'spәuʒә,n. vulnerability to the elements; to the action of heat or cold or wind or rain; \nn. the act of subjecting someone to an influencing experience\nn. the disclosure of something secret\nn. aspect resulting from the direction a building or window faces,"n. 暴露, 揭发, 揭露\n[化] 曝光量; 照射; 照射量",,3,,cet4 cet6 ky toefl ielts gre,3141,2229,s:exposures,,
expulsion,ik'spʌlʃәn,n. the act of expelling or projecting or ejecting,"n. 逐出, 开除, 驱逐, 排气\n[医] 逼出",,2,,ielts gre,10166,11268,s:expulsions,,
exquisite,'ekskwizit,s. intense or sharp\ns. lavishly elegant and refined\ns. of extreme beauty,"a. 精致的, 细腻的, 敏锐的",,2,,cet6 ky toefl ielts gre,8931,8096,,,
extend,ik'stend,v. make available; provide\nv. reach outward in space\nv. expand the influence of\nv. open or straighten out; unbend,"v. 扩充, 延伸, 伸展, 扩大\n[计] 扩展",,4,1,cet4 cet6 ky toefl ielts gre,1023,1445,d:extended/i:extending/3:extends/p:extended,,
extension,ik'stenʃәn,n. a mutually agreed delay in the date set for the completion of a job or payment of a debt\nn. act of expanding in scope; making more widely available\nn. an educational opportunity provided by colleges and universities to people who are not enrolled as regular students\nn. act of stretching or straightening out a flexed limb,"n. 延长, 扩充, 范围, 扩展名\na. 伸缩的\n[计] 扩展名, 扩充名",,2,1,gk cet4 cet6 ky toefl ielts,2123,3190,s:extensions,,
extensive,ik'stensiv,s. large in spatial extent or range or scope or quantity\na. of agriculture; increasing productivity by using large areas with minimal outlay and labor,"a. 广的, 广泛的, 多方面的\n[经] 广大的, 扩大的",,3,1,cet4 cet6 ky toefl ielts,2184,2845,,,
extent,ik'stent,n. the point or degree to which something extends\nn. the distance or area or volume over which something extends,"n. 范围, 程度, 区域\n[计] 范围",,3,1,cet4 cet6 ky toefl ielts,990,1758,s:extents,,
exterior,ik'stiәriә,a. situated in or suitable for the outdoors or outside of a building,"n. 外部, 表面, 外貌\na. 外部的, 外在的, 表面的",,1,,cet4 cet6 ky toefl ielts,8714,8761,s:exteriors,,
exterminate,ik'stә:mineit,v. kill en masse; kill on a large scale; kill many,"vt. 扑灭, 消灭, 根绝",,1,,toefl ielts gre,20277,17637,d:exterminated/i:exterminating/p:exterminated/3:exterminates,,
external,ik'stә:nl,n. outward features\na. happening or arising or located outside or beyond some limits or especially surface\ns. coming from the outside\ns. from or between other countries,"n. 外部, 外面\na. 外部的, 客观的, 表面的",,2,,cet4 cet6 ky toefl ielts,1870,2864,s:externals,,
extinct,ik'stiŋkt,a. no longer in existence; lost or especially having died out leaving no living representatives\na. (of e.g. volcanos) permanently inactive\ns. being out or having grown cold,"a. 熄灭的, 灭绝的, 耗尽的\n[法] 消灭了的, 过时的, 无效的",,1,,cet4 cet6 ky toefl ielts gre,9995,9357,,,
extinguish,ik'stiŋgwiʃ,"v. terminate, end, or take out","vt. 熄灭, 使消亡, 压制, 使减色\n[医] 消灭",,1,,cet6 ky toefl ielts gre,11132,11906,d:extinguished/i:extinguishing/p:extinguished/3:extinguishes,,
extort,ik'stɒ:t,v. obtain through intimidation\nv. obtain by coercion or intimidation\nv. get or cause to become in a difficult or laborious manner,"vt. 勒索, 敲诈, 强要\n[医] 外旋",,1,,toefl ielts gre,20836,19443,d:extorted/i:extorting/p:extorted/3:extorts,,
extra,'ekstrә,n. an additional edition of a newspaper (usually to report a crisis)\nn. something additional of the same kind\ns. added to a regular schedule\ns. further or added,"n. 额外的事物, 另外的收费\na. 额外的, 特别的\nadv. 额外地, 特别地, 非常地",,4,1,gk cet4 cet6 ky ielts,1080,1543,s:extras,,
